Cell ID,Cell Type,Fr,h,modU,vel_0,vel_1,vel_2,vel_Magnitude,z
18056,9,0.759832,0.240592,1.16733,1.16733,4.04232e-05,0,1.16733,4.435
18057,9,0.76117,0.243324,1.176,1.176,4.16754e-05,0,1.176,4.425
18058,9,0.762515,0.246062,1.18469,1.18469,4.20469e-05,0,1.18469,4.415
18059,9,0.763863,0.248808,1.19339,1.19339,4.17184e-05,0,1.19339,4.405
18060,9,0.765216,0.251559,1.20209,1.20209,4.08437e-05,0,1.20209,4.395
18061,9,0.766571,0.254316,1.2108,1.2108,3.9554e-05,0,1.2108,4.385
18062,9,0.767929,0.257077,1.21952,1.21952,3.79603e-05,0,1.21952,4.375
18063,9,0.769288,0.259844,1.22823,1.22823,3.61566e-05,0,1.22823,4.365
18064,9,0.770648,0.262615,1.23694,1.23694,3.4221e-05,0,1.23694,4.355
18065,9,0.772008,0.26539,1.24566,1.24566,3.22187e-05,0,1.24566,4.345
18066,9,0.773369,0.268169,1.25437,1.25437,3.02025e-05,0,1.25437,4.335
18067,9,0.774728,0.270951,1.26308,1.26308,2.82157e-05,0,1.26308,4.325
18068,9,0.776087,0.273737,1.27178,1.27178,2.62922e-05,0,1.27178,4.315
18069,9,0.777444,0.276525,1.28047,1.28047,2.44589e-05,0,1.28047,4.305
18070,9,0.778799,0.279316,1.28916,1.28916,2.27357e-05,0,1.28916,4.295
18071,9,0.780151,0.28211,1.29784,1.29784,2.11376e-05,0,1.29784,4.285
18072,9,0.781502,0.284905,1.30652,1.30652,1.96745e-05,0,1.30652,4.275
18073,9,0.782849,0.287703,1.31518,1.31518,1.83525e-05,0,1.31518,4.265
18074,9,0.784193,0.290502,1.32383,1.32383,1.71744e-05,0,1.32383,4.255
18075,9,0.785534,0.293303,1.33247,1.33247,1.61404e-05,0,1.33247,4.245
18076,9,0.786871,0.296106,1.3411,1.3411,1.52484e-05,0,1.3411,4.235
18077,9,0.788204,0.298909,1.34972,1.34972,1.44944e-05,0,1.34972,4.225
18078,9,0.789533,0.301714,1.35832,1.35832,1.38731e-05,0,1.35832,4.215
18079,9,0.790858,0.304519,1.36691,1.36691,1.33781e-05,0,1.36691,4.205
18080,9,0.792179,0.307326,1.37549,1.37549,1.30021e-05,0,1.37549,4.195
18081,9,0.793495,0.310133,1.38405,1.38405,1.27372e-05,0,1.38405,4.185
18082,9,0.794807,0.31294,1.3926,1.3926,1.2575e-05,0,1.3926,4.175
18083,9,0.796114,0.315748,1.40113,1.40113,1.25069e-05,0,1.40113,4.165
18084,9,0.797416,0.318556,1.40965,1.40965,1.2524e-05,0,1.40965,4.155
18085,9,0.798713,0.321364,1.41815,1.41815,1.26177e-05,0,1.41815,4.145
18086,9,0.800005,0.324172,1.42664,1.42664,1.27792e-05,0,1.42664,4.135
18087,9,0.801292,0.326979,1.43511,1.43511,1.3e-05,0,1.43511,4.125
18088,9,0.802574,0.329787,1.44357,1.44357,1.32719e-05,0,1.44357,4.115
18089,9,0.803851,0.332595,1.452,1.452,1.35869e-05,0,1.452,4.105
18090,9,0.805122,0.335402,1.46042,1.46042,1.39374e-05,0,1.46042,4.095
18091,9,0.806389,0.338208,1.46883,1.46883,1.43161e-05,0,1.46883,4.085
18092,9,0.807649,0.341014,1.47721,1.47721,1.47163e-05,0,1.47721,4.075
18093,9,0.808905,0.343819,1.48558,1.48558,1.51314e-05,0,1.48558,4.065
18094,9,0.810155,0.346624,1.49394,1.49394,1.55552e-05,0,1.49394,4.055
18095,9,0.8114,0.349428,1.50227,1.50227,1.59822e-05,0,1.50227,4.045
18096,9,0.812639,0.352231,1.51059,1.51059,1.64071e-05,0,1.51059,4.035
18097,9,0.813873,0.355033,1.51889,1.51889,1.68248e-05,0,1.51889,4.025
18098,9,0.815102,0.357834,1.52717,1.52717,1.7231e-05,0,1.52717,4.015
18099,9,0.816325,0.360634,1.53543,1.53543,1.76214e-05,0,1.53543,4.005
18100,9,0.817542,0.363433,1.54368,1.54368,1.79923e-05,0,1.54368,3.995
18101,9,0.818755,0.366231,1.55191,1.55191,1.83403e-05,0,1.55191,3.985
18102,9,0.819961,0.369027,1.56012,1.56012,1.86624e-05,0,1.56012,3.975
18103,9,0.821163,0.371822,1.56831,1.56831,1.89558e-05,0,1.56831,3.965
18104,9,0.822359,0.374617,1.57648,1.57648,1.92183e-05,0,1.57648,3.955
18105,9,0.82355,0.377409,1.58464,1.58464,1.94477e-05,0,1.58464,3.945
18106,9,0.824735,0.380201,1.59278,1.59278,1.96422e-05,0,1.59278,3.935
18107,9,0.825915,0.38299,1.6009,1.6009,1.98003e-05,0,1.6009,3.925
18108,9,0.82709,0.385779,1.609,1.609,1.99206e-05,0,1.609,3.915
18109,9,0.82826,0.388566,1.61709,1.61709,2.00023e-05,0,1.61709,3.905
18110,9,0.829424,0.391351,1.62515,1.62515,2.00444e-05,0,1.62515,3.895
18111,9,0.830583,0.394135,1.6332,1.6332,2.00464e-05,0,1.6332,3.885
18112,9,0.831737,0.396917,1.64123,1.64123,2.0008e-05,0,1.64123,3.875
18113,9,0.832885,0.399698,1.64925,1.64925,1.99289e-05,0,1.64925,3.865
18114,9,0.834029,0.402477,1.65724,1.65724,1.98093e-05,0,1.65724,3.855
18115,9,0.835167,0.405254,1.66522,1.66522,1.96491e-05,0,1.66522,3.845
18116,9,0.836301,0.40803,1.67318,1.67318,1.94488e-05,0,1.67318,3.835
18117,9,0.837429,0.410804,1.68112,1.68112,1.92089e-05,0,1.68112,3.825
18118,9,0.838552,0.413576,1.68905,1.68905,1.89299e-05,0,1.68905,3.815
18119,9,0.839671,0.416346,1.69696,1.69696,1.86126e-05,0,1.69696,3.805
18120,9,0.840784,0.419115,1.70485,1.70485,1.82579e-05,0,1.70485,3.795
18121,9,0.841892,0.421881,1.71272,1.71272,1.78667e-05,0,1.71272,3.785
18122,9,0.842996,0.424646,1.72058,1.72058,1.744e-05,0,1.72058,3.775
18123,9,0.844095,0.427409,1.72841,1.72841,1.69791e-05,0,1.72841,3.765
18124,9,0.845189,0.43017,1.73623,1.73623,1.64852e-05,0,1.73623,3.755
18125,9,0.846278,0.432929,1.74404,1.74404,1.59595e-05,0,1.74404,3.745
18126,9,0.847363,0.435686,1.75183,1.75183,1.54033e-05,0,1.75183,3.735
18127,9,0.848442,0.438442,1.7596,1.7596,1.48181e-05,0,1.7596,3.725
18128,9,0.849518,0.441195,1.76735,1.76735,1.42054e-05,0,1.76735,3.715
18129,9,0.850588,0.443946,1.77508,1.77508,1.35666e-05,0,1.77508,3.705
18130,9,0.851654,0.446696,1.7828,1.7828,1.29032e-05,0,1.7828,3.695
18131,9,0.852715,0.449443,1.79051,1.79051,1.22169e-05,0,1.79051,3.685
18132,9,0.853772,0.452188,1.79819,1.79819,1.15091e-05,0,1.79819,3.675
18133,9,0.854825,0.454931,1.80586,1.80586,1.07815e-05,0,1.80586,3.665
18134,9,0.855873,0.457673,1.81352,1.81352,1.00356e-05,0,1.81352,3.655
18135,9,0.856916,0.460412,1.82115,1.82115,9.27308e-06,0,1.82115,3.645
18136,9,0.857956,0.463149,1.82877,1.82877,8.49549e-06,0,1.82877,3.635
18137,9,0.858991,0.465884,1.83638,1.83638,7.70441e-06,0,1.83638,3.625
18138,9,0.860021,0.468617,1.84396,1.84396,6.90141e-06,0,1.84396,3.615
18139,9,0.861048,0.471348,1.85154,1.85154,6.08801e-06,0,1.85154,3.605
18140,9,0.86207,0.474076,1.85909,1.85909,5.26576e-06,0,1.85909,3.595
18141,9,0.863088,0.476803,1.86663,1.86663,4.43615e-06,0,1.86663,3.585
18142,9,0.864102,0.479528,1.87416,1.87416,3.60065e-06,0,1.87416,3.575
18143,9,0.865111,0.48225,1.88167,1.88167,2.76072e-06,0,1.88167,3.565
18144,9,0.866117,0.48497,1.88916,1.88916,1.91781e-06,0,1.88916,3.555
18145,9,0.867118,0.487688,1.89664,1.89664,1.07798e-06,0,1.89664,3.545
18146,9,0.868116,0.490404,1.9041,1.9041,2.41627e-07,0,1.9041,3.535
18147,9,0.86911,0.493118,1.91154,1.91154,-6.01812e-07,0,1.91154,3.525
18148,9,0.870099,0.49583,1.91898,1.91898,-1.4427e-06,0,1.91898,3.515
18149,9,0.871085,0.498539,1.92639,1.92639,-2.28058e-06,0,1.92639,3.505
18150,9,0.872067,0.501246,1.93379,1.93379,-3.11347e-06,0,1.93379,3.495
18151,9,0.873045,0.503951,1.94118,1.94118,-3.94056e-06,0,1.94118,3.485
18152,9,0.874019,0.506654,1.94855,1.94855,-4.76041e-06,0,1.94855,3.475
18153,9,0.87499,0.509355,1.95591,1.95591,-5.57228e-06,0,1.95591,3.465
18154,9,0.875957,0.512053,1.96325,1.96325,-6.37521e-06,0,1.96325,3.455
18155,9,0.87692,0.514749,1.97057,1.97057,-7.16822e-06,0,1.97057,3.445
18156,9,0.877879,0.517443,1.97788,1.97788,-7.9503e-06,0,1.97788,3.435
18157,9,0.878835,0.520135,1.98518,1.98518,-8.72051e-06,0,1.98518,3.425
18158,9,0.879787,0.522825,1.99246,1.99246,-9.47818e-06,0,1.99246,3.415
18159,9,0.880736,0.525512,1.99973,1.99973,-1.02226e-05,0,1.99973,3.405
18160,9,0.881681,0.528197,2.00698,2.00698,-1.09531e-05,0,2.00698,3.395
18161,9,0.882622,0.53088,2.01422,2.01422,-1.16689e-05,0,2.01422,3.385
18162,9,0.88356,0.533561,2.02145,2.02145,-1.23694e-05,0,2.02145,3.375
18163,9,0.884495,0.536239,2.02866,2.02866,-1.3054e-05,0,2.02866,3.365
18164,9,0.885426,0.538916,2.03586,2.03586,-1.37223e-05,0,2.03586,3.355
18165,9,0.886354,0.54159,2.04304,2.04304,-1.43737e-05,0,2.04304,3.345
18166,9,0.887278,0.544261,2.05021,2.05021,-1.50078e-05,0,2.05021,3.335
18167,9,0.888199,0.546931,2.05736,2.05736,-1.56242e-05,0,2.05736,3.325
18168,9,0.889117,0.549598,2.0645,2.0645,-1.62226e-05,0,2.0645,3.315
18169,9,0.890031,0.552263,2.07163,2.07163,-1.68027e-05,0,2.07163,3.305
18170,9,0.890942,0.554926,2.07875,2.07875,-1.73642e-05,0,2.07875,3.295
18171,9,0.89185,0.557586,2.08585,2.08585,-1.7907e-05,0,2.08585,3.285
18172,9,0.892755,0.560244,2.09293,2.09293,-1.84308e-05,0,2.09293,3.275
18173,9,0.893656,0.5629,2.10001,2.10001,-1.89354e-05,0,2.10001,3.265
18174,9,0.894555,0.565554,2.10707,2.10707,-1.94209e-05,0,2.10707,3.255
18175,9,0.89545,0.568205,2.11411,2.11411,-1.98871e-05,0,2.11411,3.245
18176,9,0.896342,0.570854,2.12115,2.12115,-2.03339e-05,0,2.12115,3.235
18177,9,0.897232,0.573501,2.12817,2.12817,-2.07613e-05,0,2.12817,3.225
18178,9,0.898118,0.576146,2.13518,2.13518,-2.11695e-05,0,2.13518,3.215
18179,9,0.899001,0.578788,2.14217,2.14217,-2.15584e-05,0,2.14217,3.205
18180,9,0.899881,0.581428,2.14915,2.14915,-2.19281e-05,0,2.14915,3.195
18181,9,0.900758,0.584066,2.15612,2.15612,-2.22787e-05,0,2.15612,3.185
18182,9,0.901632,0.586701,2.16308,2.16308,-2.26104e-05,0,2.16308,3.175
18183,9,0.902503,0.589335,2.17002,2.17002,-2.29233e-05,0,2.17002,3.165
18184,9,0.903372,0.591966,2.17695,2.17695,-2.32176e-05,0,2.17695,3.155
18185,9,0.904237,0.594594,2.18387,2.18387,-2.34936e-05,0,2.18387,3.145
18186,9,0.9051,0.597221,2.19078,2.19078,-2.37513e-05,0,2.19078,3.135
18187,9,0.90596,0.599845,2.19767,2.19767,-2.39912e-05,0,2.19767,3.125
18188,9,0.906817,0.602467,2.20455,2.20455,-2.42133e-05,0,2.20455,3.115
18189,9,0.907671,0.605086,2.21142,2.21142,-2.44181e-05,0,2.21142,3.105
18190,9,0.908522,0.607703,2.21828,2.21828,-2.46059e-05,0,2.21828,3.095
18191,9,0.909371,0.610319,2.22512,2.22512,-2.47769e-05,0,2.22512,3.085
18192,9,0.910217,0.612931,2.23195,2.23195,-2.49314e-05,0,2.23195,3.075
18193,9,0.911061,0.615542,2.23878,2.23878,-2.50699e-05,0,2.23878,3.065
18194,9,0.911901,0.61815,2.24558,2.24558,-2.51927e-05,0,2.24558,3.055
18195,9,0.912739,0.620756,2.25238,2.25238,-2.53e-05,0,2.25238,3.045
18196,9,0.913575,0.623359,2.25916,2.25916,-2.53924e-05,0,2.25916,3.035
18197,9,0.914408,0.625961,2.26594,2.26594,-2.54701e-05,0,2.26594,3.025
18198,9,0.915238,0.62856,2.2727,2.2727,-2.55335e-05,0,2.2727,3.015
18199,9,0.916066,0.631157,2.27945,2.27945,-2.55831e-05,0,2.27945,3.005
18200,9,0.916891,0.633751,2.28619,2.28619,-2.56193e-05,0,2.28619,2.995
18201,9,0.917713,0.636343,2.29291,2.29291,-2.56424e-05,0,2.29291,2.985
18202,9,0.918533,0.638933,2.29963,2.29963,-2.56528e-05,0,2.29963,2.975
18203,9,0.919351,0.641521,2.30633,2.30633,-2.5651e-05,0,2.30633,2.965
18204,9,0.920166,0.644106,2.31302,2.31302,-2.56374e-05,0,2.31302,2.955
18205,9,0.920979,0.64669,2.3197,2.3197,-2.56123e-05,0,2.3197,2.945
18206,9,0.921789,0.64927,2.32637,2.32637,-2.55763e-05,0,2.32637,2.935
18207,9,0.922597,0.651849,2.33303,2.33303,-2.55297e-05,0,2.33303,2.925
18208,9,0.923403,0.654425,2.33968,2.33968,-2.5473e-05,0,2.33968,2.915
18209,9,0.924206,0.656999,2.34631,2.34631,-2.54064e-05,0,2.34631,2.905
18210,9,0.925007,0.659571,2.35294,2.35294,-2.53306e-05,0,2.35294,2.895
18211,9,0.925805,0.662141,2.35955,2.35955,-2.52458e-05,0,2.35955,2.885
18212,9,0.926602,0.664708,2.36615,2.36615,-2.51525e-05,0,2.36615,2.875
18213,9,0.927395,0.667273,2.37275,2.37275,-2.50512e-05,0,2.37275,2.865
18214,9,0.928187,0.669835,2.37933,2.37933,-2.49421e-05,0,2.37933,2.855
18215,9,0.928976,0.672396,2.3859,2.3859,-2.48257e-05,0,2.3859,2.845
18216,9,0.929764,0.674954,2.39246,2.39246,-2.47025e-05,0,2.39246,2.835
18217,9,0.930548,0.67751,2.39901,2.39901,-2.45727e-05,0,2.39901,2.825
18218,9,0.931331,0.680063,2.40554,2.40554,-2.44367e-05,0,2.40554,2.815
18219,9,0.932112,0.682615,2.41207,2.41207,-2.42951e-05,0,2.41207,2.805
18220,9,0.93289,0.685164,2.41859,2.41859,-2.4148e-05,0,2.41859,2.795
18221,9,0.933666,0.68771,2.4251,2.4251,-2.39959e-05,0,2.4251,2.785
18222,9,0.93444,0.690255,2.43159,2.43159,-2.38392e-05,0,2.43159,2.775
18223,9,0.935212,0.692797,2.43808,2.43808,-2.36782e-05,0,2.43808,2.765
18224,9,0.935982,0.695337,2.44455,2.44455,-2.35133e-05,0,2.44455,2.755
18225,9,0.936749,0.697875,2.45102,2.45102,-2.33448e-05,0,2.45102,2.745
18226,9,0.937515,0.70041,2.45747,2.45747,-2.3173e-05,0,2.45747,2.735
18227,9,0.938279,0.702944,2.46392,2.46392,-2.29984e-05,0,2.46392,2.725
18228,9,0.93904,0.705475,2.47035,2.47035,-2.28211e-05,0,2.47035,2.715
18229,9,0.9398,0.708003,2.47678,2.47678,-2.26416e-05,0,2.47678,2.705
18230,9,0.940557,0.71053,2.48319,2.48319,-2.24601e-05,0,2.48319,2.695
18231,9,0.941312,0.713054,2.4896,2.4896,-2.2277e-05,0,2.4896,2.685
18232,9,0.942066,0.715576,2.49599,2.49599,-2.20925e-05,0,2.49599,2.675
18233,9,0.942817,0.718095,2.50238,2.50238,-2.19069e-05,0,2.50238,2.665
18234,9,0.943567,0.720613,2.50875,2.50875,-2.17206e-05,0,2.50875,2.655
18235,9,0.944314,0.723128,2.51512,2.51512,-2.15337e-05,0,2.51512,2.645
18236,9,0.94506,0.725641,2.52148,2.52148,-2.13466e-05,0,2.52148,2.635
18237,9,0.945804,0.728151,2.52782,2.52782,-2.11595e-05,0,2.52782,2.625
18238,9,0.946545,0.73066,2.53416,2.53416,-2.09726e-05,0,2.53416,2.615
18239,9,0.947285,0.733166,2.54048,2.54048,-2.07863e-05,0,2.54048,2.605
18240,9,0.948023,0.73567,2.5468,2.5468,-2.06007e-05,0,2.5468,2.595
18241,9,0.94876,0.738171,2.55311,2.55311,-2.0416e-05,0,2.55311,2.585
18242,9,0.949494,0.740671,2.55941,2.55941,-2.02325e-05,0,2.55941,2.575
18243,9,0.950226,0.743168,2.56569,2.56569,-2.00505e-05,0,2.56569,2.565
18244,9,0.950957,0.745662,2.57197,2.57197,-1.987e-05,0,2.57197,2.555
18245,9,0.951686,0.748155,2.57824,2.57824,-1.96914e-05,0,2.57824,2.545
18246,9,0.952413,0.750645,2.5845,2.5845,-1.95148e-05,0,2.5845,2.535
18247,9,0.953138,0.753134,2.59076,2.59076,-1.93405e-05,0,2.59076,2.525
18248,9,0.953862,0.755619,2.597,2.597,-1.91685e-05,0,2.597,2.515
18249,9,0.954583,0.758103,2.60323,2.60323,-1.8999e-05,0,2.60323,2.505
18250,9,0.955303,0.760585,2.60945,2.60945,-1.88323e-05,0,2.60945,2.495
18251,9,0.956021,0.763064,2.61567,2.61567,-1.86685e-05,0,2.61567,2.485
18252,9,0.956738,0.765541,2.62187,2.62187,-1.85077e-05,0,2.62187,2.475
18253,9,0.957453,0.768015,2.62807,2.62807,-1.83502e-05,0,2.62807,2.465
18254,9,0.958166,0.770488,2.63426,2.63426,-1.81959e-05,0,2.63426,2.455
18255,9,0.958877,0.772958,2.64043,2.64043,-1.80451e-05,0,2.64043,2.445
18256,9,0.959587,0.775426,2.6466,2.6466,-1.78979e-05,0,2.6466,2.435
18257,9,0.960295,0.777892,2.65276,2.65276,-1.77545e-05,0,2.65276,2.425
18258,9,0.961001,0.780355,2.65892,2.65892,-1.76149e-05,0,2.65892,2.415
18259,9,0.961706,0.782816,2.66506,2.66506,-1.74793e-05,0,2.66506,2.405
18260,9,0.962409,0.785275,2.67119,2.67119,-1.73477e-05,0,2.67119,2.395
18261,9,0.963111,0.787732,2.67732,2.67732,-1.72203e-05,0,2.67732,2.385
18262,9,0.96381,0.790187,2.68343,2.68343,-1.7097e-05,0,2.68343,2.375
18263,9,0.964509,0.792639,2.68954,2.68954,-1.69781e-05,0,2.68954,2.365
18264,9,0.965205,0.795089,2.69564,2.69564,-1.68636e-05,0,2.69564,2.355
18265,9,0.9659,0.797537,2.70173,2.70173,-1.67536e-05,0,2.70173,2.345
18266,9,0.966594,0.799983,2.70781,2.70781,-1.66482e-05,0,2.70781,2.335
18267,9,0.967286,0.802426,2.71389,2.71389,-1.65474e-05,0,2.71389,2.325
18268,9,0.967976,0.804867,2.71995,2.71995,-1.64513e-05,0,2.71995,2.315
18269,9,0.968665,0.807306,2.72601,2.72601,-1.636e-05,0,2.72601,2.305
18270,9,0.969352,0.809743,2.73206,2.73206,-1.62736e-05,0,2.73206,2.295
18271,9,0.970038,0.812178,2.7381,2.7381,-1.61921e-05,0,2.7381,2.285
18272,9,0.970722,0.81461,2.74413,2.74413,-1.61155e-05,0,2.74413,2.275
18273,9,0.971405,0.81704,2.75015,2.75015,-1.60438e-05,0,2.75015,2.265
18274,9,0.972087,0.819468,2.75617,2.75617,-1.59771e-05,0,2.75617,2.255
18275,9,0.972766,0.821894,2.76217,2.76217,-1.59155e-05,0,2.76217,2.245
18276,9,0.973445,0.824317,2.76817,2.76817,-1.58589e-05,0,2.76817,2.235
18277,9,0.974122,0.826738,2.77416,2.77416,-1.58073e-05,0,2.77416,2.225
18278,9,0.974797,0.829157,2.78014,2.78014,-1.57608e-05,0,2.78014,2.215
18279,9,0.975471,0.831574,2.78612,2.78612,-1.57193e-05,0,2.78612,2.205
18280,9,0.976144,0.833989,2.79208,2.79208,-1.5683e-05,0,2.79208,2.195
18281,9,0.976815,0.836401,2.79804,2.79804,-1.56518e-05,0,2.79804,2.185
18282,9,0.977484,0.838811,2.80399,2.80399,-1.56256e-05,0,2.80399,2.175
18283,9,0.978153,0.841219,2.80993,2.80993,-1.56046e-05,0,2.80993,2.165
18284,9,0.97882,0.843625,2.81586,2.81586,-1.55886e-05,0,2.81586,2.155
18285,9,0.979485,0.846028,2.82179,2.82179,-1.55777e-05,0,2.82179,2.145
18286,9,0.980149,0.84843,2.82771,2.82771,-1.55719e-05,0,2.82771,2.135
18287,9,0.980812,0.850829,2.83362,2.83362,-1.5571e-05,0,2.83362,2.125
18288,9,0.981473,0.853226,2.83952,2.83952,-1.55752e-05,0,2.83952,2.115
18289,9,0.982133,0.85562,2.84541,2.84541,-1.55844e-05,0,2.84541,2.105
18290,9,0.982792,0.858013,2.8513,2.8513,-1.55984e-05,0,2.8513,2.095
18291,9,0.983449,0.860403,2.85718,2.85718,-1.56174e-05,0,2.85718,2.085
18292,9,0.984105,0.862791,2.86305,2.86305,-1.56412e-05,0,2.86305,2.075
18293,9,0.98476,0.865177,2.86891,2.86891,-1.56698e-05,0,2.86891,2.065
18294,9,0.985414,0.867561,2.87477,2.87477,-1.57031e-05,0,2.87477,2.055
18295,9,0.986066,0.869942,2.88062,2.88062,-1.57411e-05,0,2.88062,2.045
18296,9,0.986716,0.872322,2.88646,2.88646,-1.57838e-05,0,2.88646,2.035
18297,9,0.987366,0.874699,2.89229,2.89229,-1.58309e-05,0,2.89229,2.025
18298,9,0.988014,0.877073,2.89812,2.89812,-1.58826e-05,0,2.89812,2.015
18299,9,0.988661,0.879446,2.90393,2.90393,-1.59387e-05,0,2.90393,2.005
18300,9,0.989307,0.881817,2.90974,2.90974,-1.59991e-05,0,2.90974,1.995
18301,9,0.989951,0.884185,2.91555,2.91555,-1.60636e-05,0,2.91555,1.985
18302,9,0.990594,0.886551,2.92134,2.92134,-1.61324e-05,0,2.92134,1.975
18303,9,0.991236,0.888915,2.92713,2.92713,-1.62052e-05,0,2.92713,1.965
18304,9,0.991877,0.891277,2.93291,2.93291,-1.62819e-05,0,2.93291,1.955
18305,9,0.992516,0.893636,2.93868,2.93868,-1.63625e-05,0,2.93868,1.945
18306,9,0.993155,0.895993,2.94445,2.94445,-1.64467e-05,0,2.94445,1.935
18307,9,0.993792,0.898348,2.95021,2.95021,-1.65346e-05,0,2.95021,1.925
18308,9,0.994427,0.900701,2.95596,2.95596,-1.6626e-05,0,2.95596,1.915
18309,9,0.995062,0.903052,2.9617,2.9617,-1.67206e-05,0,2.9617,1.905
18310,9,0.995697,0.9054,2.96744,2.96744,-1.68206e-05,0,2.96744,1.895
18311,9,0.996313,0.907756,2.97314,2.97314,-1.68956e-05,0,2.97314,1.885
18312,9,0.997057,0.910031,2.97908,2.97908,-1.72033e-05,0,2.97908,1.875
18313,9,0.997347,0.912581,2.98412,2.98412,-1.65539e-05,0,2.98412,1.865
18314,9,0.997743,0.915067,2.98937,2.98937,-1.63746e-05,0,2.98937,1.855
18315,9,0.99742,0.917995,2.99318,2.99318,-1.57846e-05,0,2.99318,1.845
18316,9,0.998087,0.920318,2.99897,2.99897,-1.57966e-05,0,2.99897,1.835
18317,9,0.997417,0.923467,3.00208,3.00208,-1.5283e-05,0,3.00208,1.825
18318,9,0.998471,0.925552,3.00864,3.00864,-1.54112e-05,0,3.00864,1.815
18319,9,0.997339,0.928996,3.01082,3.01082,-1.5038e-05,0,3.01082,1.805
18320,9,0.998886,0.930775,3.01837,3.01837,-1.51808e-05,0,3.01837,1.795
18321,9,0.997221,0.934561,3.01946,3.01946,-1.50651e-05,0,3.01946,1.785
18322,9,0.999288,0.936015,3.02808,3.02808,-1.50977e-05,0,3.02808,1.775
18323,9,0.99721,0.940071,3.02832,3.02832,-1.51515e-05,0,3.02832,1.765
18324,9,0.999545,0.941354,3.03748,3.03748,-1.51656e-05,0,3.03748,1.755
18325,9,0.997289,0.945536,3.03735,3.03735,-1.52345e-05,0,3.03735,1.745
18326,9,0.999665,0.94679,3.0466,3.0466,-1.53854e-05,0,3.0466,1.735
18327,9,0.997386,0.951,3.04641,3.04641,-1.5498e-05,0,3.04641,1.725
18328,9,0.999738,0.952267,3.05563,3.05563,-1.57709e-05,0,3.05563,1.715
18329,9,0.997484,0.956475,3.05547,3.05547,-1.59693e-05,0,3.05547,1.705
18330,9,0.999784,0.957773,3.06459,3.06459,-1.6372e-05,0,3.06459,1.695
18331,9,0.99757,0.96197,3.06449,3.06449,-1.66606e-05,0,3.06449,1.685
18332,9,0.99981,0.963304,3.0735,3.0735,-1.71733e-05,0,3.0735,1.675
18333,9,0.997639,0.967488,3.07348,3.07348,-1.74716e-05,0,3.07348,1.665
18334,9,0.999818,0.968859,3.08238,3.08238,-1.78768e-05,0,3.08238,1.655
18335,9,0.997687,0.973029,3.08242,3.08242,-1.79608e-05,0,3.08242,1.645
18336,9,0.999817,0.974428,3.09122,3.09122,-1.80779e-05,0,3.09122,1.635
18337,9,0.997712,0.978583,3.09128,3.09128,-1.80431e-05,0,3.09128,1.625
18338,9,0.999821,0.979985,3.10003,3.10003,-1.80574e-05,0,3.10003,1.615
18339,9,0.997729,0.98413,3.10008,3.10008,-1.80582e-05,0,3.10008,1.605
18340,9,0.999824,0.985522,3.10879,3.10879,-1.82056e-05,0,3.10879,1.595
18341,9,0.997744,0.989657,3.10882,3.10882,-1.83248e-05,0,3.10882,1.585
18342,9,0.999826,0.991042,3.11749,3.11749,-1.85611e-05,0,3.11749,1.575
18343,9,0.997758,0.99517,3.11752,3.11752,-1.86988e-05,0,3.11752,1.565
18344,9,0.999828,0.99655,3.12615,3.12615,-1.89172e-05,0,3.12615,1.555
18345,9,0.997771,1.00067,3.12616,3.12616,-1.89906e-05,0,3.12616,1.545
18346,9,1.0017,1.00081,3.13867,3.13867,-1.83542e-05,0,3.13867,1.535
18347,9,0.986983,1.01356,3.11221,3.11221,-9.80245e-09,0,3.11221,1.525
18348,9,1.01078,1.00036,3.16641,3.16641,-1.13239e-05,0,3.16641,1.515
18349,9,0.987245,1.01888,3.12119,3.12119,-2.75066e-06,0,3.12119,1.505
18350,9,1.00054,1.01266,3.15355,3.15355,-8.07653e-05,0,3.15355,1.495
18351,9,0.993817,1.02,3.1437,3.1437,2.54609e-05,0,3.1437,1.485
18352,9,1.01023,1.01161,3.18245,3.18245,-0.00017635,0,3.18245,1.475
18353,9,0.989009,1.02838,3.14132,3.14132,0.000185338,0,3.14132,1.465
18354,9,1.00625,1.01947,3.18222,3.18222,-0.000301176,0,3.18222,1.455
18355,9,0.999745,1.02674,3.17288,3.17288,-8.39257e-05,0,3.17288,1.445
18356,9,1.00172,1.02805,3.18116,3.18116,-0.000748152,0,3.18116,1.435
18357,9,0.992563,1.03701,3.16581,3.16581,6.95957e-05,0,3.16581,1.425
18358,9,1.01397,1.02499,3.2153,3.2153,0.000323477,0,3.2153,1.415
18359,9,0.997164,1.03941,3.18416,3.18416,7.37617e-05,0,3.18416,1.405
18360,9,1.00101,1.03973,3.19693,3.19693,0.000427906,0,3.19693,1.395
18361,9,1.00122,1.04257,3.20197,3.20197,0.00048984,0,3.20197,1.385
18362,9,1.01563,1.0355,3.23701,3.23701,0.000404843,0,3.23701,1.375
18363,9,1.00502,1.04569,3.21892,3.21892,0.000349784,0,3.21892,1.365
18364,9,1.0163,1.04066,3.24721,3.24721,0.000277433,0,3.24721,1.355
18365,9,1.00811,1.04912,3.23411,3.23411,0.000210613,0,3.23411,1.345
18366,9,1.01661,1.04593,3.25643,3.25643,0.000177424,0,3.25643,1.335
18367,9,1.01076,1.0527,3.24816,3.24816,0.000138719,0,3.24816,1.325
18368,9,1.01677,1.05114,3.26505,3.26505,9.80476e-05,0,3.26505,1.315
